Date,Open,High,Low,Close,Adj Close,Volume
2010-07-26,5.740625,5.857500,5.660625,5.841250,5.838705,4198400
2010-07-27,5.927500,5.953750,5.766875,5.840000,5.837456,4987200
2010-07-28,5.828125,5.901250,5.643750,5.720625,5.718132,3232000
2010-07-29,5.800000,5.837500,5.407500,5.584375,5.581942,6364800
2010-07-30,5.442500,5.715000,5.344375,5.622500,5.620050,5409600
2010-08-02,5.830625,5.968750,5.766250,5.925000,5.922418,3756800
2010-08-03,5.913750,5.932500,5.771250,5.863750,5.861195,2667200
2010-08-04,5.940625,6.050000,5.863750,6.033125,6.030496,3371200
2010-08-05,5.942500,6.018750,5.871250,5.997500,5.994887,2769600
2010-08-06,5.781875,5.995000,5.695625,5.969375,5.966774,6364800
2010-08-09,6.051250,6.125000,5.973750,6.073750,6.071104,3568000
2010-08-10,5.937500,6.028125,5.782500,5.945000,5.942410,6584000
2010-08-11,5.629375,5.633125,5.369375,5.455625,5.453248,6454400
2010-08-12,5.128750,5.376875,5.098125,5.301875,5.299565,6080000
2010-08-13,5.258125,5.318125,5.196250,5.196250,5.193986,2414400
2010-08-16,5.118750,5.330625,5.053125,5.225625,5.223349,3976000
2010-08-17,5.342500,5.564375,5.311250,5.424375,5.422012,5003200
2010-08-18,5.396875,5.583125,5.335000,5.473125,5.470740,2964800
2010-08-19,5.395625,5.451250,5.131250,5.271875,5.269578,4267200
2010-08-20,5.218750,5.293750,5.125625,5.253750,5.251461,3691200
2010-08-23,5.371250,5.403125,5.101250,5.108750,5.106524,4508800
2010-08-24,4.941875,4.978750,4.756250,4.815625,4.813527,6033600
2010-08-25,4.721875,5.019375,4.698750,4.960000,4.957839,6006400
2010-08-26,5.023750,5.031875,4.765625,4.798125,4.796034,5540800
2010-08-27,4.881875,4.978125,4.587500,4.956875,4.954715,8019200
2010-08-30,4.880625,5.011250,4.795000,4.796250,4.794160,4380800
2010-08-31,4.725000,4.873125,4.656875,4.772500,4.770420,6518400
2010-09-01,4.956250,5.220625,4.949375,5.172500,5.170247,5401600
2010-09-02,5.204375,5.350000,5.165000,5.350000,5.347669,2262400
2010-09-03,5.512500,5.622500,5.455625,5.622500,5.620050,5636800
2010-09-07,5.546875,5.613750,5.473750,5.485625,5.483234,4057600
2010-09-08,5.546875,5.770625,5.546875,5.679375,5.676901,4745600
2010-09-09,5.856250,5.865625,5.727500,5.751250,5.748744,3764800
2010-09-10,5.793125,5.844375,5.698750,5.813125,5.810593,2664000
2010-09-13,5.965000,6.113125,5.959375,6.069375,6.066730,3488000
2010-09-14,6.043750,6.240000,6.008750,6.146250,6.143572,3531200
2010-09-15,6.097500,6.281250,6.048125,6.250625,6.247902,2819200
2010-09-16,6.246875,6.349375,6.180625,6.338750,6.335988,3907200
2010-09-17,6.468125,6.468125,6.309375,6.406250,6.403459,4784000
2010-09-20,6.478125,6.774375,6.455625,6.740000,6.737063,4398400
2010-09-21,6.745625,6.875000,6.647500,6.718750,6.715823,7244800
2010-09-22,6.643750,6.818125,6.575000,6.686875,6.683961,4024000
2010-09-23,6.550000,6.868750,6.530000,6.666875,6.663970,5712000
2010-09-24,6.905000,7.087500,6.871875,7.044375,7.041306,5272000
2010-09-27,7.076875,7.113750,6.944375,6.963750,6.960716,4046400
2010-09-28,7.029375,7.029375,6.630000,6.981250,6.978208,6092800
2010-09-29,6.926250,7.020625,6.846875,6.925000,6.921983,2660800
2010-09-30,7.030000,7.153750,6.695625,6.831250,6.828274,7395200
2010-10-01,6.991250,7.019375,6.709375,6.810000,6.807033,4876800
2010-10-04,6.741875,6.811250,6.467500,6.573750,6.570886,5160000
2010-10-05,6.806875,7.096875,6.795625,7.063125,7.060048,4574400
2010-10-06,7.033750,7.078125,6.744375,6.883125,6.880126,3688000
2010-10-07,7.000000,7.005000,6.783750,6.950625,6.947597,3289600
2010-10-08,6.963125,7.141250,6.821250,7.090625,7.087535,2856000
2010-10-11,7.110625,7.203750,7.040625,7.105000,7.101904,1588800
2010-10-12,7.058125,7.290625,6.891875,7.252500,7.249340,4072000
2010-10-13,7.386250,7.519375,7.323750,7.428750,7.425513,4035200
2010-10-14,7.437500,7.480625,7.274375,7.387500,7.384281,3323200
2010-10-15,7.651875,7.858750,7.481250,7.858750,7.855326,4982400
2010-10-18,7.871250,7.939375,7.774375,7.858750,7.855326,3624000
2010-10-19,7.547500,7.727500,7.364375,7.546250,7.542962,5304000
2010-10-20,7.620000,7.873125,7.572500,7.703125,7.699769,3894400
2010-10-21,7.858750,7.943750,7.531875,7.756875,7.753495,4571200
2010-10-22,7.766250,7.925625,7.725625,7.908125,7.904679,2446400
2010-10-25,8.003125,8.164375,8.003125,8.028125,8.024627,3216000
2010-10-26,7.901875,8.132500,7.809375,8.076250,8.072731,3118400
2010-10-27,7.973125,8.180000,7.929375,8.159375,8.155821,4702400
2010-10-28,8.272500,8.276875,8.011875,8.206250,8.202675,4491200
2010-10-29,8.204375,8.299375,8.156250,8.166875,8.163317,3364800
2010-11-01,8.250000,8.416875,8.068750,8.185625,8.182058,3550400
2010-11-02,8.382500,8.501875,8.343750,8.433750,8.430076,2838400
2010-11-03,8.476250,8.558125,8.244375,8.555625,8.551897,4798400
2010-11-04,8.853750,8.963750,8.791875,8.858750,8.854890,4660800
2010-11-05,8.880000,8.922500,8.793750,8.869375,8.865511,4748800
2010-11-08,8.824375,8.937500,8.760625,8.891875,8.888001,4310400
2010-11-09,9.018125,9.049375,8.639375,8.748125,8.744314,5078400
2010-11-10,8.794375,8.913125,8.588125,8.881875,8.878005,3832000
2010-11-11,8.468750,8.763125,8.366250,8.732500,8.728695,5076800
2010-11-12,8.588125,8.690000,8.098125,8.288125,8.284513,9094400
2010-11-15,8.430000,8.465000,8.189375,8.199375,8.195803,4966400
2010-11-16,8.023750,8.164375,7.698125,7.792500,7.789105,7568000
2010-11-17,7.806250,7.983125,7.750000,7.866250,7.862823,4632000
2010-11-18,8.119375,8.395000,8.113125,8.231875,8.228289,5780800
2010-11-19,8.205000,8.312500,8.111250,8.251250,8.247656,3892800
2010-11-22,8.153125,8.468750,8.119375,8.468750,8.465060,6144000
2010-11-23,8.218125,8.241875,7.925000,8.068750,8.065234,7744000
2010-11-24,8.298125,8.605625,8.288125,8.540000,8.536279,5395200
2010-11-26,8.391250,8.551250,8.341875,8.486250,8.482552,2486400
2010-11-29,8.343750,8.437500,8.057500,8.368125,8.364479,7355200
2010-11-30,8.102500,8.207500,7.959375,8.050000,8.046493,8363200
2010-12-01,8.419375,8.690000,8.406250,8.561875,8.558145,8619200
2010-12-02,8.600000,8.859375,8.578125,8.821875,8.818030,5505600
2010-12-03,8.715625,8.924375,8.712500,8.895625,8.891748,7310400
2010-12-06,8.897500,8.931875,8.808125,8.880000,8.876131,4128000
2010-12-07,9.208125,9.208750,8.872500,8.888125,8.884253,6851200
2010-12-08,8.976250,9.033750,8.801875,9.011250,9.007323,3892800
2010-12-09,9.161875,9.163750,8.937500,9.020625,9.016694,4161600
2010-12-10,9.082500,9.226875,9.008125,9.210000,9.205988,3675200
2010-12-13,9.325625,9.325625,9.093750,9.101875,9.097910,3364800
2010-12-14,9.173750,9.264375,9.073125,9.140000,9.136018,3203200
2010-12-15,9.132500,9.302500,8.968750,9.046875,9.042933,3982400
2010-12-16,9.056250,9.283750,9.000000,9.235625,9.231601,3588800
2010-12-17,9.265000,9.343750,9.214375,9.263750,9.259714,2550400
2010-12-20,9.312500,9.387500,9.087500,9.288750,9.284702,5256000
2010-12-21,9.396250,9.446250,9.324375,9.441875,9.437761,1400000
2010-12-22,9.443125,9.490625,9.403750,9.451875,9.447757,1800000
2010-12-23,9.402500,9.440625,9.318750,9.380000,9.375913,1536000
2010-12-27,9.304375,9.437500,9.106250,9.383750,9.379662,2673600
2010-12-28,9.453750,9.461875,9.279375,9.343125,9.339055,2644800
2010-12-29,9.425625,9.451250,9.375000,9.398750,9.394655,1894400
2010-12-30,9.402500,9.405000,9.281250,9.328125,9.324060,1198400
2010-12-31,9.307500,9.307500,9.105625,9.242500,9.238473,2030400
2011-01-03,9.488125,9.850625,9.486875,9.660000,9.655790,5563200
2011-01-04,9.781250,9.783750,9.460625,9.645000,9.640799,5480000
2011-01-05,9.549375,9.888750,9.536875,9.884375,9.880068,5120000
2011-01-06,9.919375,9.996875,9.858125,9.973750,9.969404,4355200
2011-01-07,10.024375,10.041250,9.661875,9.950625,9.946290,6350400
2011-01-10,9.875000,10.113125,9.809375,10.062500,10.058115,3585600
2011-01-11,10.185000,10.206875,10.005625,10.108750,10.104345,4580800
2011-01-12,10.248750,10.320000,10.130625,10.313750,10.309257,5587200
2011-01-13,10.350625,10.409375,10.246875,10.346250,10.341742,5476800
2011-01-14,10.341250,10.573750,10.273750,10.570625,10.566019,2553600
2011-01-18,10.300625,10.687500,10.283125,10.655000,10.650356,5755200
2011-01-19,10.709375,10.709375,10.191250,10.298125,10.293639,6248000
2011-01-20,10.175000,10.200625,9.837500,10.066875,10.062490,7894400
2011-01-21,10.213750,10.275000,9.830000,9.836875,9.832588,4368000
2011-01-24,9.891875,10.251875,9.839375,10.243125,10.238661,3601600
2011-01-25,10.105000,10.292500,10.031250,10.278750,10.274272,3993600
2011-01-26,10.345000,10.535000,10.249375,10.438125,10.433577,4140800
2011-01-27,10.560625,10.728125,10.503125,10.639375,10.634739,4640000
2011-01-28,10.643125,10.663125,9.695625,9.836875,9.832588,10606400
2011-01-31,9.875625,10.057500,9.656250,9.982500,9.978151,6665600
2011-02-01,10.212500,10.606250,10.173750,10.536875,10.532284,8476800
2011-02-02,10.481250,10.597500,10.423125,10.489375,10.484805,3838400
2011-02-03,10.431250,10.586875,10.179375,10.530000,10.525412,5481600
2011-02-04,10.556875,10.737500,10.461250,10.720000,10.715329,5664000
2011-02-07,10.786875,11.043125,10.733750,10.875625,10.870886,4324800
2011-02-08,10.879375,11.107500,10.825000,11.107500,11.102660,5582400
2011-02-09,11.033750,11.131250,10.931875,11.040000,11.035190,5433600
2011-02-10,10.856250,11.116250,10.781250,11.093750,11.088917,5920000
2011-02-11,10.991250,11.328125,10.937500,11.321250,11.316317,3939200
2011-02-14,11.318750,11.445000,11.288750,11.392500,11.387536,2484800
2011-02-15,11.329375,11.388125,11.201250,11.363125,11.358174,3884800
2011-02-16,11.452500,11.664375,11.435625,11.573125,11.568083,5880000
2011-02-17,11.402500,11.625000,11.381250,11.563125,11.558086,3614400
2011-02-18,11.570000,11.616250,11.360625,11.497500,11.492491,5340800
2011-02-22,11.038750,11.125000,10.437500,10.485000,10.480432,10076800
2011-02-23,10.481875,10.594375,9.991250,10.226250,10.221793,8094400
2011-02-24,10.298125,10.475000,10.000000,10.371875,10.367356,13355200
2011-02-25,10.565000,10.861250,10.535000,10.816250,10.811537,4514400
2011-02-28,10.940000,11.047500,10.698750,10.895000,10.890253,4346400
2011-03-01,11.041250,11.041250,10.281250,10.371250,10.366732,5120800
2011-03-02,10.351250,10.731250,10.342500,10.517500,10.512918,4754400
2011-03-03,10.823750,11.202500,10.822500,11.145000,11.140144,5534400
2011-03-04,11.150000,11.150000,10.762500,10.980000,10.975216,4559200
2011-03-07,11.117500,11.136250,10.247500,10.542500,10.537906,5732000
2011-03-08,10.482500,10.805000,10.312500,10.652500,10.647860,5365600
2011-03-09,10.565000,10.578750,10.276250,10.437500,10.432952,4044000
2011-03-10,10.067500,10.156250,9.833750,9.960000,9.955661,7287200
2011-03-11,9.793750,10.211250,9.778750,10.126250,10.121839,4272800
2011-03-14,9.961250,10.187500,9.801250,10.027500,10.023131,3288000
2011-03-15,9.135000,9.782500,9.043750,9.617500,9.613310,7827200
2011-03-16,9.377500,9.523750,8.718750,8.911250,8.907368,9032000
2011-03-17,9.318750,9.437500,9.135000,9.143750,9.139767,4853600
2011-03-18,9.463750,9.467500,9.075000,9.093750,9.089787,4946400
2011-03-21,9.492500,9.750000,9.452500,9.601250,9.597067,3968800
2011-03-22,9.646250,9.675000,9.500000,9.575000,9.570827,2681600
2011-03-23,9.457500,9.805000,9.265000,9.720000,9.715765,4356000
2011-03-24,9.947500,10.310000,9.777500,10.248750,10.244284,5444000
2011-03-25,10.351250,10.525000,10.281250,10.323750,10.319251,6179200
2011-03-28,10.463750,10.465000,10.136250,10.148750,10.144328,3701600
2011-03-29,10.087500,10.442500,9.982500,10.440000,10.435452,2804000
2011-03-30,10.600000,10.633750,10.457500,10.593750,10.589134,2814400
2011-03-31,10.550000,10.665000,10.487500,10.638750,10.634114,2351200
2011-04-01,10.791250,10.895000,10.562500,10.655000,10.650356,3148000
2011-04-04,10.746250,10.772500,10.411250,10.558750,10.554149,2600800
2011-04-05,10.480000,10.650000,10.400000,10.438750,10.434202,2247200
2011-04-06,10.688750,10.792500,10.352500,10.517500,10.512918,2766400
2011-04-07,10.525000,10.716250,10.298750,10.515000,10.510419,2997600
2011-04-08,10.660000,10.697500,10.201250,10.357500,10.352986,2102400
2011-04-11,10.477500,10.548750,10.161250,10.263750,10.259278,2336800
2011-04-12,10.118750,10.195000,9.931250,10.061250,10.056866,2773600
2011-04-13,10.278750,10.386250,10.062500,10.301250,10.296762,2952000
2011-04-14,10.086250,10.292500,9.962500,10.245000,10.240536,2828000
2011-04-15,10.125000,10.312500,9.997500,10.178750,10.174315,6236800
2011-04-18,9.883750,9.987500,9.480000,9.982500,9.978151,5240000
2011-04-19,10.045000,10.162500,9.897500,10.162500,10.158072,4472000
2011-04-20,10.698750,10.880000,10.662500,10.838750,10.834027,5464800
2011-04-21,11.177500,11.181250,11.013750,11.113750,11.108908,2707200
2011-04-25,11.153750,11.212500,11.077500,11.196250,11.191372,1889600
2011-04-26,11.287500,11.500000,11.218750,11.388750,11.383787,1866400
2011-04-27,11.437500,11.653750,11.295000,11.625000,11.619935,2611200
2011-04-28,11.511250,11.612500,11.418750,11.607500,11.602443,2751200
2011-04-29,11.517500,11.636250,11.468750,11.551250,11.546217,2184000
2011-05-02,11.601250,11.675000,11.386250,11.488750,11.483746,2244800
2011-05-03,11.452500,11.485000,11.101250,11.316250,11.311319,2175200
2011-05-04,11.315000,11.411250,10.982500,11.250000,11.245098,3414400
2011-05-05,11.085000,11.473750,10.958750,11.081250,11.076423,3989600
2011-05-06,11.418750,11.598750,11.088750,11.177500,11.172630,3201600
2011-05-09,11.230000,11.436250,11.111250,11.298750,11.293827,1744800
2011-05-10,11.410000,11.637500,11.348750,11.588750,11.583700,2306400
2011-05-11,11.553750,11.663750,11.105000,11.338750,11.333810,2696000
2011-05-12,11.220000,11.586250,11.038750,11.538750,11.533723,2512000
2011-05-13,11.461250,11.513750,11.118750,11.130000,11.125151,3085600
2011-05-16,10.983750,11.071250,10.477500,10.551250,10.546654,3321600
2011-05-17,10.392500,10.643750,10.328750,10.637500,10.632864,3739200
2011-05-18,10.598750,10.958750,10.555000,10.896250,10.891502,1773600
2011-05-19,11.022500,11.063750,10.802500,10.990000,10.985211,2192800
2011-05-20,10.952500,10.995000,10.707500,10.747500,10.742818,1819200
2011-05-23,10.306250,10.393750,10.128750,10.281250,10.276771,3226400
2011-05-24,10.360000,10.360000,10.085000,10.087500,10.083105,2830400
2011-05-25,10.038750,10.341250,10.032500,10.200000,10.195556,2246400
2011-05-26,10.100000,10.476250,10.100000,10.391250,10.386722,1964000
2011-05-27,10.442500,10.577500,10.420000,10.546250,10.541656,1460800
2011-05-31,10.850000,11.053750,10.678750,11.053750,11.048935,2304800
2011-06-01,10.981250,11.051250,10.317500,10.347500,10.342991,3848000
2011-06-02,10.393750,10.506250,10.236250,10.407500,10.402966,1949600
2011-06-03,10.042500,10.271250,9.900000,9.935000,9.930672,3391200
2011-06-06,9.888750,10.015000,9.683750,9.695000,9.690776,2228000
2011-06-07,9.770000,9.882500,9.621250,9.638750,9.634551,2327200
2011-06-08,9.572500,9.622500,9.350000,9.431250,9.427139,3896800
2011-06-09,9.435000,9.607500,9.347500,9.472500,9.468372,1836000
2011-06-10,9.343750,9.407500,9.023750,9.037500,9.033563,2320800
2011-06-13,9.076250,9.182500,8.952500,9.043750,9.039809,2457600
2011-06-14,9.247500,9.458750,9.245000,9.380000,9.375913,2438400
2011-06-15,9.126250,9.288750,8.806250,8.867500,8.863636,3722400
2011-06-16,8.872500,8.956250,8.526250,8.743750,8.739939,3548800
2011-06-17,8.991250,9.025000,8.602500,8.678750,8.674969,3748800
2011-06-20,8.593750,8.882500,8.593750,8.793750,8.789918,1967200
2011-06-21,8.907500,9.397500,8.788750,9.380000,9.375913,3095200
2011-06-22,9.255000,9.417500,9.162500,9.168750,9.164755,2592000
2011-06-23,8.867500,9.435000,8.785000,9.422500,9.418394,4827200
2011-06-24,9.282500,9.311250,8.882500,8.926250,8.922361,3918400
2011-06-27,8.968750,9.482500,8.917500,9.360000,9.355922,3098400
2011-06-28,9.427500,9.785000,9.392500,9.780000,9.775739,2403200
2011-06-29,9.866250,9.950000,9.687500,9.902500,9.898186,2850400
2011-06-30,10.006250,10.308750,9.988750,10.278750,10.274272,3768000
2011-07-01,10.312500,10.795000,10.223750,10.755000,10.750315,3196800
2011-07-05,10.791250,10.945000,10.722500,10.910000,10.905247,3053600
2011-07-06,10.882500,11.072500,10.775000,11.026250,11.021445,3326400
2011-07-07,11.268750,11.568750,11.228750,11.472500,11.467501,4462400
2011-07-08,11.181250,11.381250,10.998750,11.377500,11.372542,6084800
2011-07-11,11.030000,11.191250,10.647500,10.767500,10.762808,5642400
2011-07-12,10.752500,10.822500,10.490000,10.505000,10.500423,4193600
2011-07-13,10.738750,10.965000,10.533750,10.645000,10.640362,4783200
2011-07-14,10.738750,10.876250,10.157500,10.278750,10.274272,5143200
2011-07-15,10.632500,10.687500,10.412500,10.687500,10.682844,4016800
2011-07-18,10.527500,10.647500,10.212500,10.511250,10.506670,3528800
2011-07-19,10.827500,11.268750,10.825000,11.252500,11.247597,6036000
2011-07-20,11.431250,11.437500,11.050000,11.095000,11.090165,4461600
2011-07-21,11.128750,11.500000,10.950000,11.320000,11.315067,5467200
2011-07-22,11.310000,11.716250,11.277500,11.671250,11.666165,3811200
2011-07-25,11.382500,11.787500,11.326250,11.602500,11.597445,3337600
2011-07-26,11.563750,11.807500,11.508750,11.666250,11.661167,4306400
2011-07-27,11.453750,11.475000,10.700000,10.781250,10.776552,6002400
2011-07-28,10.801250,11.242500,10.673750,10.838750,10.834027,5141600
2011-07-29,10.572500,11.067500,10.421250,10.733750,10.729074,6239200
2011-08-01,11.122500,11.180000,10.200000,10.588750,10.584136,8222400
2011-08-02,10.427500,10.570000,9.743750,9.785000,9.780736,7375200
2011-08-03,9.810000,10.088750,9.307500,10.038750,10.034376,7316000
2011-08-04,9.625000,9.672500,8.670000,8.672500,8.668721,12171200
2011-08-05,8.960000,9.071250,7.771250,8.481250,8.477554,13243200
2011-08-08,7.733750,8.153750,6.975000,6.991250,6.988204,16060800
2011-08-09,7.267500,7.973750,6.698750,7.948750,7.945287,17744000
2011-08-10,7.416250,7.762500,6.970000,7.011250,7.008195,13482400
2011-08-11,7.283750,8.151250,7.195000,7.911250,7.907803,11931200
2011-08-12,8.091250,8.256250,7.808750,8.112500,8.108966,10428800
2011-08-15,8.213750,8.465000,8.101250,8.462500,8.458813,6312000
2011-08-16,8.232500,8.465000,7.922500,8.245000,8.241408,6276800
2011-08-17,8.295000,8.492500,7.860000,8.111250,8.107717,8843200
2011-08-18,7.450000,7.452500,6.711250,6.935000,6.931978,13696800
2011-08-19,6.698750,7.202500,6.525000,6.546250,6.543397,11972000
2011-08-22,7.006250,7.021250,6.551250,6.605000,6.602122,9019200
2011-08-23,6.746250,7.427500,6.668750,7.422500,7.419266,11922400
2011-08-24,7.383750,7.640000,7.185000,7.597500,7.594190,8215200
2011-08-25,7.581250,7.688750,7.152500,7.232500,7.229349,6357600
2011-08-26,7.167500,7.843750,6.946250,7.755000,7.751621,9267200
2011-08-29,8.000000,8.443750,8.000000,8.415000,8.411334,9436000
2011-08-30,8.325000,8.736250,8.187500,8.586250,8.582509,9539200
2011-08-31,8.745000,8.948750,8.411250,8.636250,8.632486,10685600
2011-09-01,8.692500,8.893750,8.343750,8.392500,8.388844,8243200
2011-09-02,7.920000,8.043750,7.671250,7.805000,7.801599,6422400
2011-09-06,7.253750,7.838750,7.200000,7.803750,7.800350,7085600
2011-09-07,8.142500,8.400000,8.076250,8.393750,8.390093,6670400
2011-09-08,8.260000,8.630000,8.203750,8.277500,8.273893,8293600
2011-09-09,8.125000,8.213750,7.577500,7.732500,7.729131,8652000
2011-09-12,7.477500,8.040000,7.461250,8.022500,8.019005,9988000
2011-09-13,8.115000,8.395000,8.002500,8.333750,8.330118,11676800
2011-09-14,8.478750,8.987500,8.220000,8.693750,8.689962,9734400
2011-09-15,8.995000,9.131250,8.722500,9.088750,9.084789,9807200
2011-09-16,9.160000,9.365000,9.097500,9.326250,9.322186,10259200
2011-09-19,8.996250,9.493750,8.760000,9.350000,9.345927,10310400
2011-09-20,9.485000,9.711250,9.158750,9.217500,9.213484,9964800
2011-09-21,9.361250,9.502500,8.741250,8.748750,8.744938,9768800
2011-09-22,8.083750,8.303750,7.512500,7.897500,7.894059,13977600
2011-09-23,7.696250,8.243750,7.680000,8.143750,8.140202,10896000
2011-09-26,8.270000,8.465000,7.725000,8.420000,8.416331,10291200
2011-09-27,8.862500,9.075000,8.512500,8.677500,8.673718,10792800
2011-09-28,8.800000,8.970000,8.243750,8.268750,8.265148,11216000
2011-09-29,8.686250,8.707500,7.595000,8.023750,8.020254,14023200
2011-09-30,7.706250,7.882500,7.375000,7.400000,7.396776,11977600
2011-10-03,7.190000,7.540000,6.810000,6.820000,6.817029,17110400
2011-10-04,6.607500,7.278750,6.406250,7.235000,7.231848,28720000
2011-10-05,7.185000,7.856250,7.018750,7.785000,7.781608,21690400
2011-10-06,7.775000,8.185000,7.661250,8.185000,8.181434,19019200
2011-10-07,8.161250,8.281250,7.862500,8.016250,8.012757,12015200
2011-10-10,8.425000,8.838750,8.390000,8.838750,8.834898,9040000
2011-10-11,8.777500,9.090000,8.735000,9.027500,9.023567,8372800
2011-10-12,9.296250,9.468750,9.142500,9.172500,9.168504,10789600
2011-10-13,9.117500,9.453750,9.086250,9.418750,9.414646,7798400
2011-10-14,9.776250,9.937500,9.615000,9.937500,9.933170,7978400
2011-10-17,9.796250,9.888750,9.320000,9.477500,9.473371,45597600
2011-10-18,9.443750,9.981250,9.171250,9.821250,9.816971,11908000
2011-10-19,9.695000,9.758750,9.168750,9.255000,9.250968,10093600
2011-10-20,9.233750,9.280000,8.731250,9.137500,9.133519,8465600
2011-10-21,9.413750,9.640000,9.213750,9.462500,9.458377,7851200
2011-10-24,9.573750,10.130000,9.542500,10.053750,10.049369,8223200
2011-10-25,9.946250,9.965000,9.398750,9.483750,9.479618,8364800
2011-10-26,9.625000,9.682500,8.907500,9.446250,9.442135,15987200
2011-10-27,10.105000,10.375000,9.810000,10.207500,10.203053,13772000
2011-10-28,10.020000,10.281250,10.020000,10.241250,10.236789,5298400
2011-10-31,9.967500,10.090000,9.713750,9.733750,9.729509,6582400
2011-11-01,9.031250,9.237500,8.821250,8.980000,8.976087,16369600
2011-11-02,9.238750,9.313750,8.948750,9.201250,9.197241,10152000
2011-11-03,9.426250,9.806250,9.100000,9.761250,9.756997,11898400
2011-11-04,9.617500,9.738750,9.326250,9.610000,9.605813,6596800
2011-11-07,9.611250,9.842500,9.312500,9.823750,9.819469,9295200
2011-11-08,10.032500,10.210000,9.701250,10.151250,10.146827,8579200
2011-11-09,9.561250,9.611250,9.027500,9.101250,9.097284,9256000
2011-11-10,9.367500,9.387500,8.812500,9.063750,9.059802,7414400
2011-11-11,9.321250,9.666250,9.278750,9.572500,9.568330,7147200
2011-11-14,9.516250,9.670000,9.301250,9.410000,9.405900,4713600
2011-11-15,9.338750,9.832500,9.300000,9.712500,9.708268,9171200
2011-11-16,9.505000,9.726250,9.187500,9.233750,9.229727,10087200
2011-11-17,9.167500,9.175000,8.425000,8.598750,8.595004,18580000
2011-11-18,8.597500,8.625000,8.347500,8.392500,8.388844,9841600
2011-11-21,8.067500,8.083750,7.658750,7.905000,7.901556,11348000
2011-11-22,7.836250,8.061250,7.710000,7.973750,7.970276,13360800
2011-11-23,7.810000,7.832500,7.437500,7.443750,7.440506,12928000
2011-11-25,7.362500,7.611250,7.275000,7.275000,7.271830,5148000
2011-11-28,7.807500,8.062500,7.802500,8.026250,8.022754,10948000
2011-11-29,8.001250,8.201250,7.820000,7.881250,7.877816,9768000
2011-11-30,8.526250,8.776250,8.453750,8.746250,8.742439,10102400
2011-12-01,8.756250,9.003750,8.733750,8.933750,8.929858,7644800
2011-12-02,9.197500,9.203750,8.840000,8.848750,8.844894,5378400
2011-12-05,9.273750,9.332500,9.000000,9.138750,9.134768,7881600
2011-12-06,9.182500,9.250000,8.987500,9.068750,9.064799,5834400
2011-12-07,9.000000,9.200000,8.722500,9.082500,9.078543,6420000
2011-12-08,8.900000,9.105000,8.566250,8.620000,8.616243,10824800
2011-12-09,8.696250,9.108750,8.673750,9.028750,9.024817,8176800
2011-12-12,8.750000,8.758750,8.500000,8.732500,8.728695,8940800
2011-12-13,8.898750,9.003750,8.328750,8.437500,8.433824,9649600
2011-12-14,8.336250,8.362500,7.902500,8.045000,8.041495,17080800
2011-12-15,8.272500,8.275000,7.942500,7.982500,7.979022,12789600
2011-12-16,8.113750,8.425000,8.060000,8.082500,8.078979,11705600
2011-12-19,8.192500,8.245000,7.797500,7.858750,7.855326,8304000
2011-12-20,8.231250,8.582500,8.231250,8.556250,8.552522,11154400
2011-12-21,8.410000,8.410000,7.900000,8.200000,8.196427,14321600
2011-12-22,8.232500,8.412500,8.210000,8.400000,8.396339,8372800
2011-12-23,8.447500,8.618750,8.398750,8.617500,8.613747,4621600
2011-12-27,8.585000,8.775000,8.550000,8.683750,8.679967,5824000
2011-12-28,8.662500,8.693750,8.322500,8.405000,8.401338,8345600
2011-12-29,8.428750,8.588750,8.357500,8.568750,8.565017,5643200
2011-12-30,8.518750,8.630000,8.493750,8.498750,8.495047,4817600
2012-01-03,8.977500,9.117500,8.922500,8.982500,8.978586,8447200
2012-01-04,8.940000,9.133750,8.825000,9.090000,9.086040,4987200
2012-01-05,9.043750,9.343750,8.937500,9.313750,9.309692,5783200
2012-01-06,9.338750,9.478750,9.223750,9.410000,9.405900,8645600
2012-01-09,9.487500,9.502500,9.237500,9.331250,9.327185,6414400
2012-01-10,9.632500,9.707500,9.457500,9.522500,9.518351,6554400
2012-01-11,9.522500,9.650000,9.420000,9.588750,9.584572,5718400
2012-01-12,9.665000,9.737500,9.446250,9.702500,9.698273,6430400
2012-01-13,9.552500,9.603750,9.348750,9.591250,9.587071,6464800
2012-01-17,9.860000,9.978750,9.750000,9.848750,9.844459,5376000
2012-01-18,9.920000,10.250000,9.863750,10.240000,10.235538,8909600
2012-01-19,10.385000,10.496250,10.338750,10.445000,10.440449,9449600
